ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
600,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/latest/meta-data/,404,,3,195,106
601,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/latest/meta-data/,404,,3,195,106
602,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/metadata/instance,404,,4,195,106
603,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
604,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
605,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
606,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png/,200,,3,304,665
607,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png/,200,,3,256,628
608,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html/,200,,2,304,734
609,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/,404,,4,195,100
610,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css/,200,,3,303,202
611,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js/,200,,3,310,612
612,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js/,200,,4,313,230777
613,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js/,200,,15,314,1418005
614,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css/,200,,3,306,152059
615,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
616,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
617,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
618,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
619,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
620,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
621,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:17 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,6,275,275
622,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/elmah.axd,404,,19,238,98
623,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,11,287,109
624,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/trace.axd,404,,11,238,98
625,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,10,239,109
626,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,11,287,109
627,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,11,287,109
628,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,11,287,109
629,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,11,287,109
630,Wed Oct 29 00:23:17 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/trace.axd,404,,12,287,109
631,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
632,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.htaccess,404,,37,238,98
633,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/.htaccess,404,,37,287,109
634,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
635,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/.env,404,,4,287,104
636,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.env,404,,4,238,93
637,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
638,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
639,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/zap3767757999622089058,404,,3,195,111
640,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.zap473768950567897226,404,,9,239,111
641,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/actuator/health,404,,8,195,104
642,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,8,194,99
643,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/actuator/health,404,,7,195,104
644,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/lfm.php,404,,12,238,96
645,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.idea/WebServers.xml,404,,6,195,109
646,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/config/databases.yml,404,,3,195,109
647,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/config/database.yml,404,,3,195,108
648,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.git/config,404,,4,195,100
649,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.svn/entries,404,,3,195,101
650,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.svn/wc.db,404,,7,238,99
651,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/CVS/root,404,,3,194,97
652,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/server-status,404,,3,195,102
653,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/core,404,,3,194,93
654,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/sftp-config.json,404,,2,195,105
655,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/WS_FTP.ini,404,,4,238,99
656,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/ws_ftp.ini,404,,3,238,99
657,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/WS_FTP.INI,404,,3,238,99
658,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/filezilla.xml,404,,3,195,102
659,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/sitemanager.xml,404,,3,195,104
660,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/FileZilla.xml,404,,2,195,102
661,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/winscp.ini,404,,2,238,99
662,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/WinSCP.ini,404,,3,238,99
663,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.DS_Store,404,,2,238,98
664,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.php_cs.cache,404,,2,239,102
665,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/DEADJOE,404,,2,194,96
666,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/sites/default/private/files/backup_migrate/scheduled/test.txt,404,,3,195,150
667,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/app/etc/local.xml,404,,3,195,106
668,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/server.key,404,,2,238,99
669,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/privatekey.key,404,,3,239,103
670,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/myserver.key,404,,3,239,101
671,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/key.pem,404,,3,238,96
672,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/id_rsa,404,,3,194,95
673,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/id_dsa,404,,3,194,95
674,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.ssh/id_rsa,404,,2,195,100
675,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.ssh/id_dsa,404,,4,195,100
676,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/adminer.php,404,,4,239,100
677,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/vb_test.php,404,,4,239,100
678,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/CHANGELOG.txt,404,,3,195,102
679,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/sites/default/files/.ht.sqlite,404,,3,239,119
680,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/composer.json,404,,2,195,102
681,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/composer.lock,404,,3,239,102
682,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/vim_settings.xml,404,,3,195,105
683,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/server-info,404,,4,195,100
684,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/phpinfo.php,404,,3,239,100
685,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/info.php,404,,4,238,97
686,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/i.php,404,,2,238,94
687,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/test.php,404,,2,238,97
688,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/_wpeprivate/config.json,404,,3,195,112
689,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/_framework/blazor.boot.json,404,,4,195,116
690,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.hg,404,,3,238,92
691,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/.bzr,404,,4,238,93
692,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/._darcs,404,,3,238,96
693,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/BitKeeper,404,,4,194,98
694,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
695,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
696,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,3,304,665
697,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,4,256,628
698,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,3,303,202
699,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
700,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,5,304,734
701,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,5,335,612
702,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
703,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,2,304,665
704,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,2,256,628
705,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
707,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,3,304,734
708,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,3,256,628
709,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,3,304,665
710,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
711,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
712,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,5,306,152059
713,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,3,256,628
714,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,8,313,230777
715,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
716,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,1,304,665
717,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
718,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,3,306,152059
719,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,2,256,628
720,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,13,314,1418005
721,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
722,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,4,306,152059
723,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,2,256,628
724,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,4,313,230777
725,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
726,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
727,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,1,304,665
728,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,1,303,202
729,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,2,256,628
730,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,3,306,152059
731,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,5,313,230777
732,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
733,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,3,304,665
735,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
736,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,3,335,612
737,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,3,304,734
738,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,11,314,1418005
739,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,1,256,628
740,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,3,313,230777
741,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,4,306,152059
742,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
743,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
744,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
745,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,1,304,665
746,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,11,314,1418005
747,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,3,256,628
748,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,11,306,152059
749,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,12,313,230777
750,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,4,304,734
751,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,3,304,665
752,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,3,303,202
753,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,3,335,612
754,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,2,256,628
755,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
756,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,1,304,665
757,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,1,303,202
758,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,4,306,152059
759,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,4,335,612
760,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,1,303,202
761,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,3,256,628
762,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
763,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
764,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,2,304,665
765,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,2,313,230777
766,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,3,306,152059
767,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
768,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
769,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-32x32.png,200,,1,256,628
